idx,label,parity,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15
1689,4,even,1.0288846,-0.90250355,-0.12506333,0.15895851,0.29450122,0.03619122,-1.0890214,-1.3131433,1.1307137,-0.4934782,-0.022733131,-0.7145659,-0.24960521,0.31898102,-1.3528817,0.73437035
1690,9,odd,0.012477413,-0.1461462,-0.058459096,0.120012864,-0.83039474,-0.14096694,-1.4547143,1.3824489,1.50512,0.13046996,0.34013876,0.7812332,-0.02168367,1.3973114,-1.2809112,0.34378245
1691,9,odd,-1.226353,0.5318082,0.1385974,-1.2734231,1.0828133,0.44337612,-0.93800956,1.092845,0.83804727,-0.3925701,-0.20716396,0.9821019,-0.1653393,1.2428811,0.35710406,0.8705075
1692,9,odd,0.54303694,-1.6555514,-0.06175647,-1.6250808,-0.7358032,-0.1954935,-0.43723047,0.12881011,0.7968663,0.44527936,0.44269663,0.649196,1.2130364,-0.7410478,1.2952871,0.16393712
1693,8,even,0.3379906,0.95127976,-0.508919,-0.11323703,0.38929996,-1.0612746,-0.2716916,1.25297,-1.622517,0.027671305,1.7946563,0.4043095,0.36485493,-0.8221814,-0.45321476,-0.50178605
1694,3,odd,0.36842722,-0.53597033,-0.28882873,0.21396334,0.6224638,-0.42783415,0.26237518,1.3279054,-1.3190986,-0.32329562,-0.020710211,0.89693815,-0.04488181,0.7776561,-0.44303548,-0.54762936
1695,4,even,-0.7357127,-0.94481367,-0.112167686,-0.09737228,-0.052219115,-0.17863014,-0.4840088,-0.5684471,1.4625516,-0.6116578,0.67252344,1.5466037,-0.49070436,-0.18940334,-0.3180676,-1.1861342
1696,5,odd,-1.1339583,0.53350234,0.056972492,-0.08321953,-0.8821929,0.011321243,0.043990016,0.89591724,-0.6464991,-1.2008097,-0.46966836,-0.61319476,0.36312932,0.4534256,1.4838667,0.44144502
1697,8,even,-0.036744058,-1.8320088,-0.2952705,-1.5964379,-0.4067359,-0.41425368,-0.54119873,-0.9359305,-0.57473874,-0.7624647,0.09048295,0.046805352,0.4133584,-0.033651754,0.97923785,1.0509946
1698,3,odd,0.90881294,0.11647586,-0.49018693,0.2987036,0.27264225,-0.5512917,1.124368,0.6861208,-1.2876914,-1.1610794,-0.5793861,0.22180645,1.3228393,1.2480739,-1.0062318,0.13044374
1699,3,odd,0.25123358,-0.555406,-0.4877149,-1.1635222,1.2723749,-0.89571124,0.97013944,1.3920066,-0.8618001,-2.1226149,0.93377954,-0.030045122,0.42991498,0.21328571,0.06926711,0.28596425
1700,5,odd,0.58380973,-2.1372232,-0.058212355,0.9801636,-0.6660956,0.0020179972,0.06882927,1.1675742,0.7942179,0.06777601,-0.13660781,-0.40345836,-0.41588035,1.444959,-0.32761782,-0.5676092
1701,7,odd,-0.85549283,-0.7475191,0.11955767,-2.270602,-0.020075299,0.71131974,-1.5604196,0.6013615,0.7286898,-1.6616821,-0.6033674,0.07135826,1.0694122,1.5143101,1.286095,0.36551052
1702,6,even,0.5960683,0.37146783,-0.30893588,0.21355438,-0.7142579,-0.4059645,1.0433993,-0.95515794,1.4418201,1.043893,0.16385746,-1.0866351,0.0076084165,1.104072,1.0218202,0.5336743
1703,5,odd,0.19162187,0.9299712,-0.4937663,0.12896279,-0.5541205,-1.1962357,0.8736783,1.1519349,-0.5060132,0.31012058,1.5913581,-1.558079,-0.07386836,0.22156765,-1.2392668,-0.5231001
1704,3,odd,0.6212712,0.09896181,-0.5165439,0.13209651,-0.2517934,-0.90800184,0.94805235,1.086482,-0.27742296,-1.7090249,0.5949874,0.4378337,1.0945835,-0.26311845,-0.11143614,0.67953676
1705,3,odd,0.40932232,0.2452245,0.050128058,-1.1467222,-0.43366957,0.2958472,0.36735412,0.9981515,-0.16869232,-0.8588884,-0.6173406,0.21289192,0.88443655,1.3039439,-0.96764684,-0.20298201
1706,3,odd,0.74243337,0.32878426,-0.47414327,-0.03599588,-0.37969035,-0.7614241,1.100245,1.4453433,-1.502153,-1.8055718,0.2876227,-0.047532856,0.9160389,1.0118129,-1.1191043,0.32172793
1707,3,odd,0.42338336,-1.0915642,-0.39054394,-0.68542296,-0.38886407,-0.21303207,0.8123887,0.24336016,-0.45710614,-1.532267,0.4244013,0.06196016,-0.40246618,0.6669023,-0.8526512,0.47831172
1708,6,even,-1.6477903,1.4238164,0.042195663,-0.044128224,-1.344799,0.25800076,-0.237831,-1.5888653,0.51220155,0.44732246,-0.5949984,-0.2690668,0.5966084,-0.20752771,-0.018066913,0.3713634
1709,8,even,-1.0086154,-1.5498639,0.057035852,-0.261997,-1.1903453,-0.2916843,-1.4835498,1.7497878,0.26981193,0.20999126,0.5757943,-0.1779142,0.5724184,1.1237887,0.75448847,0.6013474
1710,1,odd,1.4317693,-1.5274037,-0.019247487,0.83738285,1.6613278,-0.43073672,0.004550889,0.16403797,-1.3640518,1.1778657,0.08516356,-0.6114628,0.99798083,-0.9348066,0.39073324,1.0492463
1711,5,odd,0.6529035,-0.25056908,-0.21804999,0.17587063,-0.58928436,-0.37121373,0.77230775,0.9990099,0.053085096,-0.19715331,0.19001111,-0.43261218,0.08480724,1.4007682,-0.1225564,-0.79093015
1712,2,even,-0.54981154,1.370248,0.1742301,0.28328156,2.0885105,0.7317725,-0.4711576,0.55599576,-0.75399745,-1.3951013,-1.4889629,-2.2409132,0.5126631,-0.7223493,-0.8474635,-0.3964755
1713,2,even,-0.23705135,0.6365516,0.12979665,-0.45982042,2.0754907,-0.0996086,1.2288756,-0.15961048,-0.8750778,0.1484943,0.2989034,0.4414309,-0.014602009,0.5714598,1.2712494,1.0243533
1714,5,odd,1.5795925,-0.3994199,-0.09588243,-0.14918423,0.85836965,0.1724117,-0.5494681,-0.8103262,-0.18694752,0.5046505,-0.394787,0.16103987,-0.5543734,0.46242642,0.058245167,0.83022046
1715,3,odd,1.3884276,-0.49868494,-0.46016347,0.15242048,1.0183883,-1.1413928,0.8681325,0.66012454,-1.0155045,-0.42934594,0.7645661,-0.46330518,-0.41123253,0.6503382,0.35423893,-0.6092096
1716,9,odd,1.092599,-1.9290558,0.2315179,-0.15900733,0.06837072,0.10234919,-0.53301924,-0.46575746,0.40404397,0.9437779,0.10228579,0.56485337,1.2742219,-0.18496804,0.26716256,0.19591072
1717,0,even,-0.33012396,1.6354042,0.034877863,-0.7227229,-0.7258905,0.1784484,0.62383217,0.6637783,-0.48572576,-1.8383633,-0.15965885,1.0390303,0.72525877,-0.36277515,0.89174813,-1.1052004
1718,5,odd,0.19565274,-0.49870595,-0.008587435,0.9515129,-0.67273366,0.15134995,-2.107787,2.4292698,0.30538398,-0.2354665,-0.04189475,0.71997803,-0.8178696,1.6987021,-0.53659874,-0.728029
1719,4,even,-0.42183924,-0.22611755,-0.15131497,0.35204467,0.5946432,-0.007209139,-1.058639,-0.8180954,0.3514387,1.0374633,-0.35994652,0.8044831,0.030613363,-0.9054519,-0.605991,-0.24718457
1720,3,odd,0.8539099,0.048531167,-0.36702442,0.3358546,-0.45342296,-0.7560921,0.7019643,0.5727276,-0.088361666,-1.9153117,1.2318633,-0.0464724,-0.08352471,0.07425405,-0.28191623,1.6029377
1721,7,odd,0.44903862,-1.7532519,0.14377375,-0.16766405,0.946528,0.060995314,-1.3821554,-0.2307511,0.18254375,1.0245613,0.07032749,-0.43006504,1.5742635,1.4360821,0.40375304,0.3627529
1722,0,even,0.58758104,0.79215145,-0.41735405,0.94030786,-1.1766922,-0.34670532,-0.5667875,0.54210174,-1.3122617,1.4823736,-0.023285167,-1.2501634,-0.56918675,0.17292723,-0.9772428,-1.8457721
1723,9,odd,-0.6226663,-0.84380364,0.13572687,-1.4937124,-0.14991286,0.4868762,-0.68207175,-0.2069796,1.1114239,0.2105051,-0.0509426,0.748961,0.58595544,-0.12957041,1.3550998,-0.9729569
1724,3,odd,0.52020514,-1.5775998,-0.26150054,-0.89935553,-0.6922498,-0.15463094,-0.1706928,1.1033025,-0.46307302,-1.6757768,-0.021662641,0.5193865,-0.24196674,0.35493279,-0.27651304,1.2259551
1725,0,even,-0.30582112,-0.66896653,0.24499783,-0.19139615,-0.72542065,0.32924893,1.7284272,-0.07190643,1.1229054,-1.4200146,-0.32571828,-0.6745056,0.12319944,0.15110846,0.7604163,-1.0247636
1726,9,odd,-0.37811226,-0.8685718,0.07818622,-0.7061003,-0.14344415,0.16833067,-1.5080771,0.9171199,1.3826437,-0.6804155,0.3494608,0.87532103,0.59089255,1.2022012,1.0421616,-1.1038839
1727,3,odd,0.9435237,-0.6655113,-0.5386545,0.13780867,0.16829926,-0.47038874,0.9869799,0.728959,-0.9258422,-1.8604505,-0.22610432,0.5935738,0.03682121,1.2553984,-0.956518,0.5116512
1728,2,even,-0.39246798,1.3096786,-0.014749929,-0.78256494,1.3273828,0.06950267,0.12675202,0.7735284,0.4264574,0.95497346,0.31762582,-0.5171127,1.373505,0.22386813,-1.4237626,0.3575684
1729,7,odd,-0.34479773,-0.0023937225,0.2708605,-1.3202943,0.4708836,0.6670541,-2.2638767,0.4574296,0.8387368,-1.759571,-0.8361902,-0.65482295,1.0669644,0.7890875,1.1159197,-0.5959185
1730,2,even,0.24858972,0.26476964,-0.1359681,0.49023598,1.6911218,-0.17929828,-1.3244536,0.05491665,0.68627405,0.03565464,0.8477078,-0.4611063,-0.82261664,0.7951931,-0.43790114,0.11369374
1731,3,odd,-0.322635,-0.5256723,-0.40013957,-0.3129425,1.2626222,-0.68215024,0.10149771,1.5075123,-0.18111594,-0.7543641,1.1065849,-0.9458784,0.41131443,-0.005056381,-0.27482522,-1.4603579
1732,5,odd,1.4689785,-1.2843137,0.11724077,-0.06801944,-0.16784707,0.5563144,-1.2596896,-0.1119442,0.23468405,0.46776977,-0.7038042,-0.1715442,-0.15188693,0.2892318,0.111918345,-1.0703613
1733,9,odd,-0.02855207,-0.13605979,0.07548715,-0.35884762,-0.7140544,-0.07399767,-0.25277928,0.7924238,0.20566759,0.44760346,0.3717309,1.6403377,0.35361126,1.2635148,-1.1103215,0.4799947
1734,1,odd,-0.04224114,-1.4600638,-0.27222842,-0.930457,-0.64725363,-0.16827777,-0.3093443,-0.2643741,-0.33598617,-0.33186874,0.2543035,0.5933591,-1.2740754,1.1371329,-0.4844017,1.4991487
1735,1,odd,0.56784517,-1.2382123,-0.14490724,-1.3300667,-0.95492995,0.09435108,-0.68856114,-0.9962401,-1.0804639,-0.31823966,-0.2200101,0.653236,0.055761587,0.20110513,0.5445305,0.8784528
1736,5,odd,0.3756349,-1.0278212,-0.15549006,1.0978001,-0.7664504,-0.23506978,0.25678265,1.2527378,-0.23659611,-0.0026112758,0.014122631,0.44052243,0.12419855,1.4265525,-0.48157156,-0.83893317
1737,8,even,-1.0431678,-0.6334522,-0.38781118,0.20243755,-0.41230166,-0.19160706,-1.0216849,0.92925507,-0.30929014,-1.3152664,-0.4119743,0.86252844,-1.0416812,0.17654173,-0.06254101,1.6978749
1738,0,even,1.8583642,1.1435051,-0.35900658,-0.24023885,-1.3844324,-0.70697826,-1.2229497,1.5641606,-0.8779702,0.34883377,0.7583704,-0.71959805,0.19994439,0.18012783,0.7415065,-0.5804949
1739,5,odd,0.7413559,-0.5132488,-0.34423065,0.04556541,0.060120918,-0.4040336,-1.0169253,0.5988497,0.44675446,-0.52050465,0.5944886,-1.4686799,-0.9384129,-0.03193371,0.3886363,-0.38583636
1740,9,odd,-1.678244,0.26480028,-0.048968762,0.3713134,-0.3073859,-0.07941161,-0.63850176,-0.67448443,1.3225744,-0.7327648,-0.31700557,-0.7737676,0.42304105,-0.3787884,-0.17315328,-1.5656115
1741,0,even,0.35815263,0.9328823,-0.09348498,-0.75073326,-0.058691137,-0.26499116,-0.8398436,1.2563057,-0.49039802,0.09433328,0.33184057,0.7527022,1.0192903,0.96557826,0.018512845,-1.9162115
1742,4,even,0.59568083,-1.1073797,-0.017215647,0.080231264,0.6105974,-0.12781829,-0.60865474,0.08103931,-0.037045605,-1.1997497,0.053733237,1.4271933,-0.6842084,0.75232047,0.23296742,0.1935384
1743,1,odd,0.8367355,-1.2384952,-0.14912994,-0.8807298,-0.7627089,0.032219786,-0.41853935,-0.98391527,-0.95232415,-0.3064869,0.10930423,0.60256386,-0.46032548,0.9280591,0.23279841,1.1264728
1744,3,odd,-0.7288871,-0.17440301,-0.31066233,0.3261154,0.36166346,-0.772648,0.82048076,1.6721628,-0.6167348,-1.6786288,0.9293805,0.77824736,0.19347604,0.5731275,-0.61827743,0.26691192
1745,4,even,0.900577,-0.23513061,-0.24432094,0.8954785,0.8812617,-0.62803984,-0.8556202,-0.47723585,1.4598455,1.5556093,0.34882668,0.21042962,0.13418952,-1.700482,0.976057,-0.22363114
1746,1,odd,0.761258,-1.551005,-0.04616046,-0.8020107,-0.8172329,0.13007484,-0.28319308,-1.599199,-0.7713631,-0.5403166,-0.21331057,0.5296348,-0.56770194,0.50185037,-0.35118067,0.6147934
1747,7,odd,0.7000893,-1.3154678,0.120954014,-0.70506024,0.068253726,0.061653372,-0.79990643,-0.71558297,0.56733173,-0.4670395,-0.08598673,0.75239646,0.60849077,1.2550253,1.4539757,-0.39784494
1748,4,even,1.1102974,-1.1334434,-0.021547697,-0.99715734,-0.25623038,0.3754107,0.2790017,1.1664696,0.53345686,0.03086697,-0.23608366,0.39768153,-0.18669909,0.4526413,0.11258067,1.8233782
1749,4,even,1.1763209,-1.8172082,-0.060439244,0.42986757,1.1328093,-0.32801765,-0.45327556,-0.7454951,1.319514,0.8019758,0.027636409,0.46988606,0.4417007,-0.3118754,-0.026905969,0.3659543
1750,3,odd,-0.4282614,-1.0109923,0.17180713,-0.7692762,0.558098,0.54537034,-0.43223953,0.45629388,-0.41283485,1.0418842,-0.05022524,1.330241,0.0060617663,0.97157836,-0.81963456,-0.21516901
1751,6,even,-0.7759209,-0.12688287,0.051973447,0.05854024,-0.41858375,0.05543748,0.54093033,-1.3816857,1.0088553,-0.5348145,-0.34058326,1.4854649,-0.18881516,-0.03737563,0.12160294,1.1759698
1752,9,odd,-1.0817889,-0.12005401,-0.019650295,-0.7043219,0.18572897,0.24828652,-0.54501075,0.69329554,1.9100003,1.0905011,0.36226156,0.912432,0.12028908,1.9021007,-0.18345056,-0.9078267
1753,0,even,1.2453432,0.4986866,-0.17197913,0.7628617,-0.85716414,-0.36688912,-1.4054873,0.54153204,0.052825548,0.5191706,-0.19807452,-1.3782625,-0.07475698,0.6992647,-0.5795449,-2.4622595
1754,0,even,0.50683135,1.5559155,0.30072147,-1.2227582,0.7187391,0.105135545,-1.8259006,-0.9391032,1.12519,0.370884,0.4490138,-1.3726568,1.0432502,0.5744268,0.6325342,-0.5899343
1755,0,even,0.330508,0.7883243,-0.00083683804,-0.007874819,-1.2191224,0.20040888,1.7063191,0.5597181,0.25692308,-0.6053712,-0.028651893,-0.17736876,0.18448594,0.33224213,-0.24031928,-1.7648572
1756,4,even,-1.070756,0.29271474,0.0057518743,-0.013441006,0.10574729,0.43457946,-0.33204722,-0.8608615,0.97485673,-0.41273177,-0.6870187,0.9516732,-0.7518118,0.27382994,-0.4304021,-0.5830142
1757,3,odd,-1.0655015,0.35272703,0.09278654,-1.1004183,1.1862906,0.083449334,-0.3580003,2.0675588,-0.5187007,0.120058276,-0.6177103,-0.05850032,1.6553453,0.82675856,-2.3610039,-0.24087808
1758,7,odd,-0.35319883,-0.7462135,0.12528299,-0.49494702,0.93500787,0.26245907,-0.65129685,-1.1902058,0.08615134,0.17818175,-0.14240047,0.040900677,1.2121056,1.6613219,0.7210564,-0.3390825
1759,0,even,1.2729391,0.6102184,-0.15578435,-0.31187797,-0.44774973,-0.10191612,-0.44888306,0.8170176,0.066896476,0.41965526,0.20794898,-0.3989188,0.24974817,0.8490909,-0.6111361,-2.6696303
1760,3,odd,0.6844827,-0.340954,-0.07313034,-1.1937797,0.1761504,0.029094394,0.18757886,1.0537562,-0.30395523,-1.9294486,-0.7156613,-0.18328202,1.5631717,-0.17590411,-0.061632164,-0.16232193
1761,6,even,-0.42664963,0.93630815,-0.07559325,-0.15177245,-0.40216333,0.08125608,1.2860138,-1.7612574,1.0570691,-0.29765782,-0.29799196,0.42667818,0.06754685,-0.11292775,0.51495016,-0.25105128
1762,0,even,0.82987344,0.9021642,0.08259084,-0.20517777,0.24455655,-0.08614427,-1.2359107,1.0317092,-0.9366836,0.65122247,0.17423797,0.05453968,-0.10026838,1.90267,-1.240537,-1.172061
1763,0,even,0.7003584,0.64742357,-0.0030995049,0.16775079,-0.36108893,-0.20746721,-1.3388712,0.6158218,0.84669316,-0.32176545,-0.011322221,-1.0383668,0.355001,0.7943773,-0.49591017,-2.5115674
1764,8,even,0.7218573,-1.5406218,-0.0896783,-0.31792715,0.04852508,-0.42112422,0.5130882,-0.17860477,-0.9446499,-0.43296853,1.0394421,-0.14922574,-0.80385166,-0.09103386,0.37222445,1.3823019
1765,8,even,-1.2376307,0.8318054,-0.67840356,1.2777076,0.43141645,-1.0645944,-1.2038224,2.2949438,-0.112150006,0.29162186,-0.2064591,-2.1676548,-0.22708909,-0.74314773,-2.0359414,-1.0781784
1766,7,odd,-0.11505918,-1.1722852,0.08930657,-1.0389028,0.5199879,0.19224483,-0.5320926,-0.6665298,-0.8781555,0.82433593,-0.24372962,0.8167237,1.2563838,-0.15610431,0.7340807,0.8915173
1767,7,odd,0.18732175,-1.0019811,-0.005651422,-1.8538284,-0.44064778,0.3880831,-1.01804,0.47159547,0.48608506,-0.9149505,-0.32564119,0.65707695,0.41573954,1.4398721,1.1585568,0.10442091
1768,4,even,0.4010073,-0.24515039,-0.0767536,-0.5834505,0.21988535,-0.06571083,-0.25962064,1.536114,0.58263665,0.1738177,0.6521244,1.8680232,-0.12909836,0.031387918,-0.58175623,1.665293
1769,1,odd,0.89103496,-1.3288407,-0.10598509,-0.63198245,-0.7935739,0.015066195,-0.32041013,-1.2768147,-1.0585136,-0.4759579,0.08678686,0.35610607,-0.33453327,0.8737683,0.0703323,1.0222585
1770,7,odd,-0.69135606,-0.24938497,0.20067447,-1.3276579,0.29537255,0.327589,-1.9393904,-0.6628305,0.75970554,-0.96497786,-0.2105478,-0.17988837,1.3742769,1.1693064,1.5744814,-0.46885338
1771,4,even,-0.8403168,-0.3936461,-0.28354466,0.83264,0.36993363,-0.18061866,-2.2826858,0.76009434,1.4362464,-1.2823925,0.5226544,1.4946283,-0.640483,0.05277986,-1.0597404,-0.73728704
1772,0,even,1.2607632,1.1920365,0.20731238,-1.0714166,-0.24308535,0.031985987,-1.2096686,-0.43498552,-0.76988566,0.20110574,0.4931648,-0.015425146,0.7567032,1.1312296,0.15731485,-0.90221107
1773,8,even,-0.7714716,-0.5892413,-0.0726805,1.0463332,-0.6870839,-0.41571993,1.4407055,1.5875502,-0.68809736,0.24004294,0.11037666,0.9670916,-0.4643134,-0.7788872,-0.2406712,0.46657848
1774,0,even,-0.4216842,1.9674163,0.39946026,-0.37827107,-0.47841185,0.79153705,-2.127582,-0.018136114,0.9478569,0.49970633,-1.3114976,-1.0788987,-0.20033976,-0.28606993,0.6860818,0.49505228
1775,4,even,-0.6395316,-1.0680902,-0.24965046,0.30842018,0.0928859,-0.86893815,-2.4088812,-1.0606971,0.9127122,-1.295482,0.8521945,-0.22605544,-0.7490405,-0.77960986,0.6309474,-0.7363325
1776,8,even,-0.55101174,0.14547181,-0.13983496,1.3079362,0.27269182,-0.19597977,-0.9159153,2.4768817,-1.145674,-0.014774004,0.004392609,0.2509934,-0.4710808,0.03824743,-0.93175477,-0.19690323
1777,6,even,0.42440897,-0.061311718,0.0017872527,0.3067137,-1.5639877,0.04064564,1.1421013,-0.46269336,1.1764263,0.051210076,-0.5276842,-0.7857604,0.53462905,0.62386173,1.2925686,0.64047456
1778,6,even,-0.89498967,-0.10894239,-0.02735117,1.0486228,-1.0309787,-0.28626633,1.0826585,-0.85127693,-0.5264353,0.43127993,-0.13517337,0.7658391,-0.017255098,1.2959378,-0.16025008,0.4847336
1779,1,odd,-0.11816795,-1.392937,-0.13376574,-0.57697135,-0.6354198,0.022515487,0.011371404,-1.0841725,-0.5065691,-0.67152333,0.012901602,0.5968239,-0.9964206,0.79645354,-0.43985522,0.90761983
1780,0,even,-0.57492423,0.64899623,0.10326585,-1.1715131,-0.63946486,0.010026012,1.0266572,0.06317264,1.135513,-0.8859027,0.33366984,-0.11928272,0.64297324,-0.58866745,1.9099882,-0.061096355
1781,3,odd,0.3203269,-0.6162473,-0.45326442,-0.75694585,1.4287124,-0.8771503,0.88522106,0.44210356,-0.86703736,-0.055923358,1.0370293,-0.3193558,-0.2633423,-0.22657488,0.72028446,-0.98096216
1782,5,odd,-0.631893,0.8387308,0.13431306,0.3995088,-0.8954803,-0.18589033,-0.49896348,1.8619387,-1.1596909,-0.8229451,0.4882163,1.1671479,0.24148676,0.39391065,-1.3381641,0.2800031
1783,8,even,-0.2857579,-0.17130661,0.18739915,0.014716726,-0.028215192,0.6892889,-1.9182684,0.8206331,1.0569521,-0.25400797,-2.0388615,-1.152558,1.6198168,-1.1843075,0.5069952,-0.12164257
1784,0,even,-0.21551315,0.17140761,0.1752514,-1.0316023,-1.5155822,0.44855246,1.0711622,1.5260961,0.6657366,-1.3804559,-0.5290503,0.21680732,1.2721179,0.37325856,-0.2311672,-1.2270781
1785,9,odd,-1.53525,0.50268984,0.05906288,-0.8391127,0.59466934,0.163564,-0.35930964,0.30504817,0.9178206,0.8259819,-0.0867797,1.1108831,-0.047993552,1.940105,0.76093924,-0.12252032
1786,7,odd,0.7568896,-1.7098385,-0.007745683,-0.9916206,0.060142774,-0.13743342,-1.0885913,-0.41916248,-0.28340846,0.06291118,-0.33868295,0.66008794,0.8657773,-0.4935459,0.7483952,0.8677847
1787,1,odd,1.050137,-1.8924322,-0.11869159,-0.6138417,-0.9944408,-0.03319653,-0.5586233,-0.45475453,-1.4357688,-0.115860805,-0.1837376,0.05157584,0.45894337,0.11483766,0.72887903,1.5557497
1788,2,even,0.16716102,-0.31281286,0.03382071,0.061446443,0.7539309,-0.34038585,1.9714382,0.09868801,-1.1483226,-0.07510457,1.3257332,-0.4349491,-0.5829687,-1.6731848,0.32599646,-0.29826894
1789,6,even,1.7010497,-0.47848135,0.077356674,1.2817417,0.7653321,0.37534058,0.4375598,0.2825889,0.91192067,-0.061049536,-1.0887246,-1.0629164,-0.21445836,0.29569155,1.1492692,1.5586706
1790,9,odd,-0.5813874,-0.67026794,-0.031865135,-1.3647302,0.0036180243,0.25745094,-0.9914271,0.7364493,1.5319083,0.18702222,0.508227,1.2040999,0.14782393,0.8111051,0.9589898,-0.9029853
1791,6,even,-1.1102649,0.49378812,-0.03407143,0.81828976,-1.4996586,0.13823171,1.3932981,0.35241944,0.53282034,0.790684,-0.6076439,-0.3725512,-0.5934456,1.3066915,1.2288475,0.4844102
1792,4,even,0.34731066,-0.18662551,-0.18146265,-1.1515042,-0.83185494,-0.03720255,-0.224166,0.75023955,1.9996479,1.5311805,-0.338024,0.5750226,0.14541288,-0.46468282,1.1975043,0.27659377
1793,8,even,-0.7900528,-0.43371978,-0.22826664,1.0766768,0.83886725,-0.3770426,0.53485966,1.7432568,-0.2182248,-0.3513111,0.25969124,0.08118647,-0.5077893,-0.81273127,0.44900936,-0.7353269
1794,5,odd,1.1913333,-1.2855656,0.027089573,0.3903156,-0.16422841,0.4456555,-1.2210863,0.76103336,0.20647562,0.46007094,-0.42459303,-0.292876,-0.39600343,0.82624567,1.0806348,-1.1730697
1795,8,even,-0.08175288,-0.120538354,0.112136856,-0.42056587,-0.54969084,-0.056570143,0.44644535,1.6326554,-0.79108137,0.67798126,0.14561203,0.86815923,0.5138592,-0.1394564,-1.0786653,-1.073527
1796,4,even,-1.1859432,-0.40494302,-0.055014186,-0.23773143,0.15076426,0.16747852,-0.41000038,-0.09722452,1.986157,0.18440373,-0.10916708,1.398099,-0.37241712,0.46115768,0.33544588,-1.1050179
1797,0,even,-0.41598123,1.3576069,-0.100553975,0.72265667,-0.44885755,-0.12883028,0.14505108,-0.20130455,-1.187183,0.22719242,0.060912557,1.2742293,-0.49181885,0.20448181,-0.29135108,-1.878265
1798,5,odd,-0.7703052,0.4346094,-0.1514563,0.68297356,-1.4761355,-0.74925214,-0.85117346,2.1325579,-0.84394455,-0.66074437,0.5625346,0.45341247,0.6693421,0.5421036,-0.2351439,-0.53691024
1799,5,odd,1.5868447,-0.6221366,-0.029156663,-0.6479676,0.48272705,0.41182476,-0.5572583,-0.9773552,0.009238474,0.17651363,-0.243087,-0.48531175,-0.36119726,0.37452894,0.4737175,0.46345094
1800,5,odd,1.8321491,-0.5034947,-0.27209306,-0.268176,0.41939104,-0.5436767,0.56172234,0.4924119,-0.3160725,-0.7619514,0.53411555,-0.6078661,0.2071462,1.2854477,0.61505187,-0.09484591
1801,2,even,-1.1774533,-0.42177504,-0.06232726,-1.0194408,-0.043794908,0.076892406,-0.7316555,0.61926734,-1.5859199,-1.0107863,-0.08711451,0.627337,1.0935334,0.794135,0.5889615,0.95089716
1802,5,odd,0.13241841,-1.2478061,-0.25790012,0.09424946,-0.1429565,-0.120023295,-0.118043885,1.0283158,-0.54862034,-0.19589567,0.06630852,-0.34262305,-0.7256912,1.2143422,-0.23341617,-1.300305
1803,0,even,-0.16160835,1.8994741,-0.07326619,-1.0265276,-1.1774577,0.19632709,0.83495826,0.9086551,-0.7400746,-1.1662065,-0.0676526,0.7233678,0.6879695,-0.5858886,0.27566272,-0.8168307
1804,3,odd,0.23797697,0.4783774,-0.55038774,0.39235398,0.6842011,-1.1313224,1.1100845,1.1132455,-1.1735705,-0.9875508,0.95981187,0.3468968,0.594771,-0.61686206,-0.31607598,-0.7672706
1805,6,even,-0.81941915,0.3303188,0.2173758,0.0655831,-1.5647244,-0.11282489,1.029549,-0.8572682,0.75375265,0.06344506,0.88429445,-0.4621812,0.12342299,-1.7157514,-0.91953903,0.45622143
1806,6,even,-0.6704029,0.60612416,-0.06592121,-0.2984378,-0.37613997,-0.50411487,0.9447062,-1.0485303,0.97591054,0.61401486,1.1394879,-0.40388954,0.25443673,-1.5552595,-0.14536613,0.13858901
1807,7,odd,-0.120524496,-1.1617793,0.071897246,-1.0342808,0.32230386,0.13419577,-0.7858972,-0.77848345,1.1132624,-1.250518,-0.3103041,-0.03354332,0.36038762,0.21524055,1.2712255,-0.3897337
1808,5,odd,-0.39641392,-0.48648542,-0.10594587,0.31605405,-1.4505001,-0.30131182,0.9729779,1.494782,0.2541802,-0.97565126,0.34604296,0.20815793,0.590467,0.52169484,-0.5891058,-0.59648734
1809,2,even,0.24310496,0.91328794,-0.063594684,-0.66874427,1.5300788,-0.15702008,1.2502642,0.10871813,0.26844028,0.9669212,-0.20185,-0.13576859,2.0834076,-0.7547494,0.074567765,1.5596734
1810,8,even,-1.3486313,-1.0866126,0.13741347,0.41180736,0.26908317,0.36043236,-0.29820752,1.0316169,-0.37616855,0.42372918,0.06707351,0.9328346,0.45434836,0.31341547,0.3777517,-1.4189696
1811,1,odd,1.2290317,-1.3988452,0.049117245,0.68648386,1.4296279,-0.17669381,-0.11442378,-0.39310032,-1.5632244,1.5124472,0.054158792,0.7244995,0.565944,-0.3590991,0.3104763,1.0282638
1812,1,odd,1.1134213,-1.5917858,0.062034123,1.0488796,1.269639,-0.29865783,0.062620826,-0.30706346,-1.4951904,1.0597007,0.10004738,0.5704093,0.47183022,-1.0529985,0.0774795,0.7747677
1813,1,odd,1.5803013,-1.3502684,0.032993577,0.7836415,0.9480387,-0.12616406,0.2580989,-0.16488853,-1.6295724,1.3881087,-0.04986607,0.5317559,0.68387127,-0.6757387,0.049129218,1.2628334
